ID;País;Ciudad;Tipo de Turismo;Atracción Principal;Nro de Visitantes Anuales;Gasto Promedio ($);Duracion Promedio (dias);Temporada Alta;Transporte Principal;Clima;Idioma;Moneda;Alojamiento Popular;Actividad Destacada;Seguridad;Requisitos de Visa;Valoracion (1-5);Fecha de Visita;Edad del Viajero;Motivo del Viaje
3716;Australia;Sidney;Cultural;Ópera de Sidney;43121608;2187;8;Primavera;Ferry;Tropical;Inglés;Dólar Australiano;Resort;Religión;Baja;No;4;15/06/2023;69;Negocios
3717;Tailandia;Bangkok;Tecnológico;Gran Palacio;29623091;2258;8;Otoño;Ferry;Tropical;Tailandés;Baht;Cabañas;Surf;Baja;No para UE;3;02/02/2024;40;Aventura
3718;México;Cancún;Aventura;Playas del Caribe;31965264;2923;6;Invierno;Tren;Templado;Español;Peso;Camping;Compras;Media;No;2;22/06/2020;62;Negocios
3719;Brasil;Río de Janeiro;Playa;Copacabana;29093520;3983;7;Invierno;Avión;Desértico;Portugués;Real;Boutique;Religión;Baja;Si;2;01/05/2023;57;Estudio
3720;Egipto;El Cairo;Gastronómico;Pirámides de Giza;29464118;1666;7;Verano;Taxi;Tropical;Arabe;Libra Egipcia;Cabañas;Religión;Alta;Si;1;21/11/2022;21;Negocios
3721;México;Cancún;Histórico;Playas del Caribe;44783801;1654;3;Verano;Tren;Húmedo;Español;Peso;Hostales;Religión;Alta;No para UE;1;20/09/2021;51;Aventura
3722;Australia;Sidney;Religioso;Ópera de Sidney;33955737;2383;7;Otoño;Ferry;Tropical;Inglés;Dólar Australiano;Camping;Senderismo;Media;No;2;08/11/2019;26;Vacaciones
3723;Japón;Tokio;Playa;Akihabara;12539064;577;3;Invierno;Metro;Desértico;Japonés;Yen;Ryokan;Gastronomía;Alta;No para UE;5;18/12/2021;59;Negocios
3724;Egipto;El Cairo;Urbano;Pirámides de Giza;39806039;4384;15;Primavera;Ferry;Húmedo;Arabe;Libra Egipcia;Ryokan;Compras;Alta;Si;1;01/02/2020;34;Luna de Miel
3725;Francia;París;Aventura;Torre Eiffel;16133016;4767;10;Otoño;Avión;Tropical;Francés;Euro;Camping;Religión;Media;Si;4;05/09/2021;28;Negocios
3726;EE.UU.;Nueva York;Aventura;Times Square;40031977;2286;5;Verano;Bicicleta;Tropical;Inglés;Dólar;Camping;Exploración;Baja;No para UE;5;16/09/2019;60;Aventura
3727;España;Barcelona;Playa;Sagrada Familia;15850146;4096;6;Primavera;Bus;Desértico;Español;Euro;Hoteles;Anime;Baja;Si;1;31/03/2020;52;Estudio
3728;Egipto;El Cairo;Cultural;Pirámides de Giza;46878681;3610;14;Todo el año;Tren;Húmedo;Arabe;Libra Egipcia;Ryokan;Museos;Media;Si;2;09/12/2023;42;Luna de Miel
3729;Australia;Sidney;Histórico;Ópera de Sidney;48803917;3383;14;Todo el año;Bicicleta;Desértico;Inglés;Dólar Australiano;Hostales;Museos;Alta;No para UE;1;06/05/2023;43;Vacaciones
3730;EE.UU.;Nueva York;Histórico;Times Square;7535969;2968;8;Invierno;Metro;Tropical;Inglés;Dólar;Camping;Exploración;Alta;Si;4;23/05/2020;61;Vacaciones
3731;España;Barcelona;Playa;Sagrada Familia;8064476;1618;7;Invierno;Taxi;Desértico;Español;Euro;Hostales;Senderismo;Alta;No;2;09/09/2021;46;Estudio
3732;México;Cancún;Histórico;Playas del Caribe;38827312;3475;4;Otoño;Taxi;Continental;Español;Peso;Hostales;Compras;Baja;No;1;08/09/2023;61;Estudio
3733;Brasil;Río de Janeiro;Histórico;Copacabana;33728380;1695;6;Verano;Bicicleta;Continental;Portugués;Real;Hostales;Gastronomía;Media;Si;4;14/04/2023;30;Estudio
3734;EE.UU.;Nueva York;Urbano;Times Square;7939620;1681;15;Todo el año;Bicicleta;Desértico;Inglés;Dólar;Hostales;Gastronomía;Baja;No para UE;4;20/05/2022;21;Estudio
3735;Egipto;El Cairo;Playa;Pirámides de Giza;34001087;1629;4;Verano;Bicicleta;Continental;Arabe;Libra Egipcia;Camping;Compras;Alta;No para UE;1;27/07/2023;77;Aventura
3736;Francia;París;Aventura;Torre Eiffel;29083634;3914;14;Otoño;Taxi;Templado;Francés;Euro;Camping;Senderismo;Media;No para UE;2;02/01/2020;70;Negocios
3737;México;Cancún;Tecnológico;Playas del Caribe;25474561;1432;4;Invierno;Metro;Húmedo;Español;Peso;Resort;Museos;Media;No;2;23/12/2023;22;Negocios
3738;Francia;París;Urbano;Torre Eiffel;39220940;4159;4;Verano;Ferry;Continental;Francés;Euro;Hostales;Museos;Alta;No;2;25/02/2019;73;Estudio
3739;EE.UU.;Nueva York;Urbano;Times Square;42790519;2369;4;Invierno;Tren;Desértico;Inglés;Dólar;Ryokan;Museos;Media;Si;5;28/09/2023;26;Aventura
3740;Brasil;Río de Janeiro;Religioso;Copacabana;49571473;4651;15;Primavera;Tren;Tropical;Portugués;Real;Ryokan;Anime;Media;Si;2;10/05/2020;70;Estudio
3741;España;Barcelona;Aventura;Sagrada Familia;45274078;4515;15;Verano;Metro;Templado;Español;Euro;Cabañas;Compras;Baja;No;4;12/12/2019;19;Negocios
3742;Italia;Roma;Urbano;Coliseo;14584651;732;6;Primavera;Bicicleta;Tropical;Italiano;Euro;Boutique;Exploración;Media;No;1;16/09/2020;49;Aventura
3743;Australia;Sidney;Tecnológico;Ópera de Sidney;34235258;1696;11;Verano;Metro;Tropical;Inglés;Dólar Australiano;Hoteles;Gastronomía;Media;No para UE;5;10/07/2022;66;Estudio
3744;Brasil;Río de Janeiro;Gastronómico;Copacabana;37403296;4466;2;Invierno;Tren;Tropical;Portugués;Real;Cabañas;Surf;Media;No;5;16/02/2019;36;Luna de Miel
3745;EE.UU.;Nueva York;Cultural;Times Square;45160348;1947;7;Todo el año;Bicicleta;Húmedo;Inglés;Dólar;Ryokan;Exploración;Baja;No para UE;2;19/02/2020;41;Estudio
3746;Japón;Tokio;Urbano;Akihabara;18429219;647;14;Todo el año;Taxi;Desértico;Japonés;Yen;Camping;Museos;Baja;No;2;27/10/2019;23;Negocios
3747;Francia;París;Histórico;Torre Eiffel;9818945;3624;7;Todo el año;Ferry;Templado;Francés;Euro;Airbnb;Compras;Alta;No para UE;4;04/01/2022;58;Negocios
3748;EE.UU.;Nueva York;Gastronómico;Times Square;10130956;1411;14;Otoño;Bicicleta;Continental;Inglés;Dólar;Ryokan;Exploración;Media;Si;1;13/09/2019;37;Estudio
3749;Brasil;Río de Janeiro;Religioso;Copacabana;47075311;3467;8;Otoño;Bus;Continental;Portugués;Real;Boutique;Senderismo;Alta;No para UE;3;18/08/2021;78;Vacaciones
3750;México;Cancún;Histórico;Playas del Caribe;26739772;2080;5;Invierno;Ferry;Desértico;Español;Peso;Hoteles;Museos;Alta;Si;4;26/01/2019;41;Aventura
3751;Brasil;Río de Janeiro;Urbano;Copacabana;5909620;1136;15;Primavera;Tren;Continental;Portugués;Real;Camping;Gastronomía;Media;No;5;24/11/2023;78;Estudio
3752;Brasil;Río de Janeiro;Playa;Copacabana;48527702;4260;3;Todo el año;Ferry;Templado;Portugués;Real;Airbnb;Compras;Alta;Si;1;26/09/2019;55;Aventura
3753;Brasil;Río de Janeiro;Religioso;Copacabana;46162038;4441;14;Primavera;Avión;Tropical;Portugués;Real;Cabañas;Gastronomía;Alta;No;4;14/05/2021;21;Negocios
3754;Japón;Tokio;Playa;Akihabara;34066933;1674;13;Verano;Taxi;Continental;Japonés;Yen;Cabañas;Compras;Alta;No;2;08/03/2020;42;Luna de Miel
3755;Tailandia;Bangkok;Religioso;Gran Palacio;15805254;2481;13;Primavera;Ferry;Húmedo;Tailandés;Baht;Ryokan;Museos;Alta;No;2;31/08/2021;78;Luna de Miel
3756;Tailandia;Bangkok;Urbano;Gran Palacio;46218493;3292;14;Otoño;Taxi;Húmedo;Tailandés;Baht;Resort;Surf;Baja;No;4;22/06/2023;39;Negocios
3757;Australia;Sidney;Urbano;Ópera de Sidney;7165318;2328;7;Invierno;Bicicleta;Tropical;Inglés;Dólar Australiano;Resort;Surf;Baja;No para UE;1;01/09/2020;56;Estudio
3758;Egipto;El Cairo;Tecnológico;Pirámides de Giza;18502310;4523;14;Verano;Avión;Templado;Arabe;Libra Egipcia;Resort;Museos;Alta;No para UE;5;01/04/2022;73;Estudio
3759;Egipto;El Cairo;Gastronómico;Pirámides de Giza;46255453;3648;5;Otoño;Avión;Tropical;Arabe;Libra Egipcia;Boutique;Gastronomía;Alta;No;3;19/12/2020;63;Estudio
3760;España;Barcelona;Aventura;Sagrada Familia;17835815;3010;7;Invierno;Bicicleta;Desértico;Español;Euro;Camping;Museos;Baja;No;5;17/12/2019;20;Luna de Miel
3761;EE.UU.;Nueva York;Histórico;Times Square;7192307;4585;13;Primavera;Taxi;Templado;Inglés;Dólar;Boutique;Exploración;Alta;No para UE;3;06/11/2022;49;Negocios
3762;México;Cancún;Gastronómico;Playas del Caribe;19556991;917;15;Invierno;Ferry;Tropical;Español;Peso;Hostales;Anime;Media;Si;5;05/04/2022;69;Negocios
3763;México;Cancún;Aventura;Playas del Caribe;24006945;1351;10;Verano;Metro;Templado;Español;Peso;Hostales;Senderismo;Media;No para UE;5;30/03/2021;74;Negocios
3764;Tailandia;Bangkok;Urbano;Gran Palacio;11591007;2252;12;Primavera;Tren;Desértico;Tailandés;Baht;Cabañas;Museos;Media;Si;3;11/03/2023;77;Estudio
3765;EE.UU.;Nueva York;Gastronómico;Times Square;23476416;2700;4;Todo el año;Avión;Húmedo;Inglés;Dólar;Boutique;Senderismo;Alta;Si;4;11/01/2021;18;Negocios
3766;Italia;Roma;Gastronómico;Coliseo;39029155;3002;15;Invierno;Ferry;Tropical;Italiano;Euro;Hoteles;Religión;Baja;Si;1;11/03/2022;67;Vacaciones
3767;Egipto;El Cairo;Aventura;Pirámides de Giza;45207061;4286;12;Invierno;Tren;Desértico;Arabe;Libra Egipcia;Airbnb;Compras;Baja;No;4;26/04/2023;49;Luna de Miel
3768;Italia;Roma;Histórico;Coliseo;48704812;1008;5;Primavera;Tren;Húmedo;Italiano;Euro;Hoteles;Surf;Baja;Si;3;30/12/2021;55;Vacaciones
3769;Japón;Tokio;Cultural;Akihabara;13184475;4826;7;Todo el año;Bicicleta;Continental;Japonés;Yen;Airbnb;Exploración;Baja;Si;1;03/05/2021;24;Estudio
3770;Tailandia;Bangkok;Urbano;Gran Palacio;39416437;3343;3;Todo el año;Taxi;Templado;Tailandés;Baht;Boutique;Senderismo;Alta;Si;4;01/12/2022;79;Estudio
3771;Egipto;El Cairo;Playa;Pirámides de Giza;26882765;2395;11;Verano;Bus;Templado;Arabe;Libra Egipcia;Resort;Compras;Baja;No;2;27/08/2021;78;Aventura
3772;Japón;Tokio;Cultural;Akihabara;8595241;2716;2;Todo el año;Bicicleta;Húmedo;Japonés;Yen;Camping;Gastronomía;Media;No para UE;5;06/09/2019;36;Vacaciones
3773;Egipto;El Cairo;Urbano;Pirámides de Giza;22355069;1449;15;Verano;Metro;Húmedo;Arabe;Libra Egipcia;Ryokan;Exploración;Media;No para UE;5;29/01/2024;63;Luna de Miel
3774;EE.UU.;Nueva York;Urbano;Times Square;14771247;617;14;Verano;Bicicleta;Continental;Inglés;Dólar;Airbnb;Compras;Alta;No;1;03/03/2021;39;Vacaciones
3775;España;Barcelona;Aventura;Sagrada Familia;7736004;3630;11;Invierno;Tren;Continental;Español;Euro;Hostales;Senderismo;Baja;No;2;04/07/2022;28;Aventura
3776;Brasil;Río de Janeiro;Histórico;Copacabana;16588548;4550;7;Todo el año;Metro;Desértico;Portugués;Real;Ryokan;Compras;Baja;No para UE;4;24/08/2023;29;Vacaciones
3777;Japón;Tokio;Tecnológico;Akihabara;6212528;783;11;Verano;Avión;Continental;Japonés;Yen;Boutique;Anime;Media;Si;3;09/03/2022;18;Estudio
3778;Italia;Roma;Urbano;Coliseo;30717484;3129;6;Primavera;Taxi;Tropical;Italiano;Euro;Airbnb;Religión;Baja;Si;1;25/12/2021;54;Estudio
3779;España;Barcelona;Aventura;Sagrada Familia;23918509;2466;15;Invierno;Bicicleta;Desértico;Español;Euro;Resort;Senderismo;Baja;No;3;06/02/2022;42;Negocios
3780;Brasil;Río de Janeiro;Religioso;Copacabana;7207970;627;4;Primavera;Bus;Tropical;Portugués;Real;Hoteles;Anime;Media;No;4;07/09/2021;41;Vacaciones
3781;España;Barcelona;Religioso;Sagrada Familia;8437714;2143;2;Invierno;Ferry;Desértico;Español;Euro;Boutique;Anime;Alta;Si;2;30/09/2021;30;Aventura
3782;Tailandia;Bangkok;Cultural;Gran Palacio;45193855;4610;2;Invierno;Bus;Húmedo;Tailandés;Baht;Hostales;Anime;Baja;No;4;15/10/2020;68;Aventura
3783;Australia;Sidney;Religioso;Ópera de Sidney;42833794;2164;14;Otoño;Taxi;Continental;Inglés;Dólar Australiano;Resort;Anime;Baja;Si;3;24/01/2022;28;Negocios
3784;Japón;Tokio;Cultural;Akihabara;41480731;3521;9;Otoño;Tren;Húmedo;Japonés;Yen;Hostales;Exploración;Alta;Si;4;15/02/2021;27;Luna de Miel
3785;EE.UU.;Nueva York;Gastronómico;Times Square;12050660;4023;6;Invierno;Ferry;Desértico;Inglés;Dólar;Boutique;Anime;Alta;No para UE;4;19/02/2022;47;Negocios
3786;Japón;Tokio;Playa;Akihabara;29083842;3075;4;Invierno;Avión;Húmedo;Japonés;Yen;Airbnb;Exploración;Baja;Si;1;18/08/2020;67;Aventura
3787;EE.UU.;Nueva York;Cultural;Times Square;6469061;1072;12;Invierno;Ferry;Desértico;Inglés;Dólar;Camping;Museos;Alta;Si;4;11/08/2020;62;Luna de Miel
3788;Australia;Sidney;Histórico;Ópera de Sidney;9625601;3112;3;Otoño;Bicicleta;Templado;Inglés;Dólar Australiano;Boutique;Compras;Alta;Si;4;16/03/2019;26;Vacaciones
3789;México;Cancún;Histórico;Playas del Caribe;46285150;4632;14;Primavera;Avión;Húmedo;Español;Peso;Ryokan;Anime;Media;No;2;06/01/2024;65;Luna de Miel
3790;Italia;Roma;Religioso;Coliseo;12390086;829;11;Otoño;Taxi;Húmedo;Italiano;Euro;Hoteles;Religión;Baja;No;2;28/07/2022;31;Aventura
3791;Japón;Tokio;Religioso;Akihabara;32312707;4477;13;Invierno;Ferry;Húmedo;Japonés;Yen;Ryokan;Museos;Media;No;4;12/11/2019;41;Negocios
3792;España;Barcelona;Tecnológico;Sagrada Familia;10265240;4218;11;Todo el año;Avión;Templado;Español;Euro;Cabañas;Religión;Alta;No para UE;1;08/08/2020;61;Aventura
3793;Egipto;El Cairo;Aventura;Pirámides de Giza;23899009;4944;10;Verano;Bus;Húmedo;Arabe;Libra Egipcia;Camping;Gastronomía;Alta;Si;5;11/04/2021;24;Aventura
3794;Japón;Tokio;Tecnológico;Akihabara;13296545;3838;10;Invierno;Bus;Desértico;Japonés;Yen;Hostales;Anime;Baja;No para UE;1;12/04/2020;30;Aventura
3795;Italia;Roma;Religioso;Coliseo;43528777;3102;2;Otoño;Ferry;Templado;Italiano;Euro;Cabañas;Senderismo;Alta;No;2;13/04/2020;65;Negocios
3796;Japón;Tokio;Tecnológico;Akihabara;28377585;2820;9;Verano;Tren;Desértico;Japonés;Yen;Airbnb;Senderismo;Baja;Si;2;17/01/2023;36;Estudio
3797;España;Barcelona;Histórico;Sagrada Familia;12161536;3871;11;Primavera;Metro;Continental;Español;Euro;Cabañas;Exploración;Alta;No;4;05/06/2023;24;Luna de Miel
3798;Brasil;Río de Janeiro;Urbano;Copacabana;6783051;4689;3;Todo el año;Avión;Tropical;Portugués;Real;Ryokan;Gastronomía;Alta;No;3;22/05/2022;66;Luna de Miel
3799;Egipto;El Cairo;Religioso;Pirámides de Giza;21993007;3931;6;Primavera;Taxi;Continental;Arabe;Libra Egipcia;Boutique;Religión;Media;No para UE;3;11/11/2020;76;Negocios
3800;Australia;Sidney;Urbano;Ópera de Sidney;18659996;1167;12;Todo el año;Taxi;Continental;Inglés;Dólar Australiano;Ryokan;Compras;Baja;No;2;24/03/2019;58;Vacaciones
3801;Japón;Tokio;Histórico;Akihabara;41642448;1236;9;Otoño;Avión;Húmedo;Japonés;Yen;Ryokan;Religión;Baja;Si;2;04/09/2023;30;Negocios
3802;EE.UU.;Nueva York;Tecnológico;Times Square;46612427;2404;6;Todo el año;Taxi;Tropical;Inglés;Dólar;Cabañas;Compras;Alta;No;3;15/07/2020;49;Aventura
3803;Japón;Tokio;Religioso;Akihabara;23016697;4680;11;Primavera;Bicicleta;Desértico;Japonés;Yen;Cabañas;Museos;Media;No;2;21/11/2021;72;Luna de Miel
3804;Japón;Tokio;Urbano;Akihabara;33694221;3287;7;Todo el año;Tren;Templado;Japonés;Yen;Hostales;Religión;Media;No;4;24/07/2020;68;Estudio
3805;Francia;París;Histórico;Torre Eiffel;18894283;554;9;Todo el año;Bicicleta;Desértico;Francés;Euro;Ryokan;Exploración;Alta;Si;1;13/02/2021;45;Negocios
3806;Francia;París;Playa;Torre Eiffel;36189032;1287;4;Verano;Taxi;Continental;Francés;Euro;Airbnb;Compras;Media;No para UE;4;11/05/2021;28;Estudio
3807;Brasil;Río de Janeiro;Tecnológico;Copacabana;40188636;545;3;Todo el año;Bicicleta;Continental;Portugués;Real;Hostales;Surf;Media;Si;3;24/07/2021;28;Vacaciones
3808;Italia;Roma;Gastronómico;Coliseo;11370686;1179;7;Primavera;Avión;Continental;Italiano;Euro;Hoteles;Compras;Media;Si;3;22/05/2019;51;Aventura
3809;Australia;Sidney;Gastronómico;Ópera de Sidney;35047046;3003;2;Primavera;Taxi;Continental;Inglés;Dólar Australiano;Cabañas;Anime;Alta;Si;2;16/08/2020;56;Estudio
3810;Italia;Roma;Histórico;Coliseo;48079638;3466;10;Todo el año;Bicicleta;Templado;Italiano;Euro;Resort;Exploración;Alta;Si;5;03/04/2021;75;Aventura
3811;Japón;Tokio;Histórico;Akihabara;10150081;1663;15;Todo el año;Tren;Húmedo;Japonés;Yen;Cabañas;Surf;Media;No;3;25/01/2023;75;Vacaciones
3812;Tailandia;Bangkok;Tecnológico;Gran Palacio;21456473;2711;4;Primavera;Tren;Templado;Tailandés;Baht;Camping;Senderismo;Baja;No para UE;4;09/08/2021;28;Aventura
3813;Italia;Roma;Tecnológico;Coliseo;16765721;4102;8;Todo el año;Metro;Desértico;Italiano;Euro;Resort;Compras;Media;No;3;03/02/2022;23;Aventura
3814;EE.UU.;Nueva York;Histórico;Times Square;23608416;3428;3;Invierno;Bus;Templado;Inglés;Dólar;Cabañas;Religión;Baja;No para UE;1;16/09/2020;75;Negocios
3815;España;Barcelona;Gastronómico;Sagrada Familia;15825010;659;3;Todo el año;Ferry;Continental;Español;Euro;Resort;Senderismo;Media;No para UE;1;08/04/2019;42;Vacaciones
3816;Australia;Sidney;Aventura;Ópera de Sidney;21004506;1851;12;Verano;Metro;Tropical;Inglés;Dólar Australiano;Resort;Museos;Alta;No;1;14/04/2020;71;Vacaciones
3817;EE.UU.;Nueva York;Aventura;Times Square;9738982;2242;4;Invierno;Metro;Desértico;Inglés;Dólar;Cabañas;Museos;Media;No para UE;2;11/11/2021;60;Aventura
3818;Tailandia;Bangkok;Cultural;Gran Palacio;13974349;4823;4;Primavera;Bus;Desértico;Tailandés;Baht;Boutique;Gastronomía;Media;Si;4;16/10/2019;71;Estudio
3819;Brasil;Río de Janeiro;Histórico;Copacabana;38536903;1455;5;Invierno;Bicicleta;Húmedo;Portugués;Real;Hoteles;Religión;Alta;No para UE;4;29/10/2020;47;Negocios
3820;España;Barcelona;Tecnológico;Sagrada Familia;14245371;3963;12;Primavera;Bicicleta;Templado;Español;Euro;Hoteles;Exploración;Alta;No;1;13/05/2021;67;Luna de Miel
3821;Japón;Tokio;Urbano;Akihabara;36642673;3256;6;Otoño;Avión;Continental;Japonés;Yen;Hoteles;Senderismo;Alta;No para UE;1;26/01/2024;61;Vacaciones
3822;Brasil;Río de Janeiro;Gastronómico;Copacabana;23544947;628;13;Primavera;Bicicleta;Tropical;Portugués;Real;Camping;Museos;Alta;Si;4;10/08/2021;64;Vacaciones
3823;Brasil;Río de Janeiro;Tecnológico;Copacabana;8923728;3982;15;Verano;Bus;Desértico;Portugués;Real;Airbnb;Senderismo;Baja;Si;1;05/03/2019;63;Aventura
3824;Francia;París;Urbano;Torre Eiffel;38434588;4555;4;Invierno;Ferry;Húmedo;Francés;Euro;Cabañas;Anime;Alta;No para UE;3;28/04/2023;21;Vacaciones
3825;México;Cancún;Cultural;Playas del Caribe;12941016;4978;13;Primavera;Avión;Desértico;Español;Peso;Airbnb;Surf;Media;No para UE;2;07/03/2019;21;Estudio
3826;Italia;Roma;Urbano;Coliseo;37766726;2802;13;Primavera;Bicicleta;Húmedo;Italiano;Euro;Ryokan;Senderismo;Baja;No para UE;2;05/05/2021;65;Luna de Miel
3827;Italia;Roma;Tecnológico;Coliseo;15108022;688;9;Primavera;Taxi;Continental;Italiano;Euro;Camping;Gastronomía;Alta;Si;2;13/06/2022;80;Aventura
3828;Tailandia;Bangkok;Tecnológico;Gran Palacio;21753750;2811;10;Verano;Bicicleta;Húmedo;Tailandés;Baht;Airbnb;Surf;Alta;No;5;08/01/2024;46;Negocios
3829;Francia;París;Urbano;Torre Eiffel;6140019;4898;13;Verano;Tren;Húmedo;Francés;Euro;Hoteles;Surf;Alta;No para UE;3;27/01/2022;37;Vacaciones
3830;Australia;Sidney;Urbano;Ópera de Sidney;44818384;2425;7;Primavera;Metro;Templado;Inglés;Dólar Australiano;Ryokan;Anime;Alta;No para UE;4;28/11/2020;46;Luna de Miel
3831;Australia;Sidney;Aventura;Ópera de Sidney;28506161;1703;9;Primavera;Metro;Continental;Inglés;Dólar Australiano;Resort;Anime;Alta;No;2;21/01/2024;53;Luna de Miel
3832;EE.UU.;Nueva York;Cultural;Times Square;33220808;1598;5;Invierno;Ferry;Húmedo;Inglés;Dólar;Hostales;Exploración;Baja;No para UE;5;07/05/2020;19;Vacaciones
3833;Tailandia;Bangkok;Playa;Gran Palacio;48316375;4153;12;Todo el año;Avión;Tropical;Tailandés;Baht;Camping;Anime;Alta;Si;1;10/01/2019;67;Aventura
3834;Brasil;Río de Janeiro;Cultural;Copacabana;44929456;4632;13;Todo el año;Taxi;Continental;Portugués;Real;Resort;Exploración;Media;No;2;26/10/2019;77;Estudio
3835;Egipto;El Cairo;Urbano;Pirámides de Giza;9522203;2770;6;Otoño;Tren;Desértico;Arabe;Libra Egipcia;Hoteles;Senderismo;Media;No;2;12/10/2019;20;Aventura
3836;Australia;Sidney;Playa;Ópera de Sidney;49376529;769;12;Otoño;Tren;Tropical;Inglés;Dólar Australiano;Airbnb;Senderismo;Media;Si;2;21/05/2023;59;Aventura
3837;Tailandia;Bangkok;Playa;Gran Palacio;48173174;1838;11;Primavera;Ferry;Húmedo;Tailandés;Baht;Hoteles;Gastronomía;Media;Si;1;10/08/2023;58;Aventura
3838;México;Cancún;Histórico;Playas del Caribe;22355783;4667;11;Primavera;Bicicleta;Tropical;Español;Peso;Hoteles;Gastronomía;Baja;No;2;12/02/2024;62;Estudio
3839;México;Cancún;Urbano;Playas del Caribe;23541107;3978;11;Otoño;Tren;Húmedo;Español;Peso;Airbnb;Senderismo;Baja;No;5;16/04/2021;44;Aventura
3840;Japón;Tokio;Tecnológico;Akihabara;38248167;1030;11;Primavera;Tren;Húmedo;Japonés;Yen;Resort;Exploración;Baja;Si;4;30/08/2022;33;Luna de Miel
3841;Brasil;Río de Janeiro;Histórico;Copacabana;38527102;2690;2;Otoño;Bicicleta;Templado;Portugués;Real;Camping;Gastronomía;Alta;No;3;20/09/2023;75;Estudio
3842;EE.UU.;Nueva York;Urbano;Times Square;5665811;4028;6;Primavera;Bicicleta;Húmedo;Inglés;Dólar;Hoteles;Surf;Baja;Si;1;28/12/2020;54;Aventura
3843;EE.UU.;Nueva York;Aventura;Times Square;43810487;638;3;Todo el año;Bus;Tropical;Inglés;Dólar;Hostales;Museos;Media;Si;3;02/02/2022;34;Negocios
3844;Australia;Sidney;Cultural;Ópera de Sidney;17285859;3502;10;Invierno;Tren;Continental;Inglés;Dólar Australiano;Hoteles;Compras;Baja;Si;1;22/06/2020;47;Vacaciones
3845;Francia;París;Aventura;Torre Eiffel;12030416;4211;14;Primavera;Avión;Húmedo;Francés;Euro;Hostales;Surf;Alta;No;3;09/01/2020;77;Aventura
3846;Brasil;Río de Janeiro;Religioso;Copacabana;20365682;1630;9;Invierno;Ferry;Desértico;Portugués;Real;Camping;Gastronomía;Media;No;4;05/11/2020;54;Luna de Miel
3847;Italia;Roma;Playa;Coliseo;43765643;1192;12;Primavera;Tren;Continental;Italiano;Euro;Hostales;Museos;Alta;Si;1;03/01/2020;38;Luna de Miel
3848;EE.UU.;Nueva York;Aventura;Times Square;44891309;4497;5;Todo el año;Bus;Continental;Inglés;Dólar;Airbnb;Exploración;Media;No para UE;2;31/08/2020;51;Negocios
3849;Tailandia;Bangkok;Gastronómico;Gran Palacio;26382237;4370;3;Todo el año;Bus;Tropical;Tailandés;Baht;Boutique;Anime;Alta;Si;1;29/10/2020;54;Luna de Miel
3850;Francia;París;Histórico;Torre Eiffel;31044151;1917;10;Todo el año;Taxi;Desértico;Francés;Euro;Cabañas;Religión;Media;No para UE;2;17/02/2019;28;Estudio
3851;Australia;Sidney;Religioso;Ópera de Sidney;19769393;967;8;Todo el año;Avión;Continental;Inglés;Dólar Australiano;Camping;Surf;Alta;Si;4;18/05/2019;26;Negocios
3852;Italia;Roma;Playa;Coliseo;10988920;2677;12;Primavera;Ferry;Continental;Italiano;Euro;Ryokan;Anime;Alta;No para UE;1;15/09/2021;44;Luna de Miel
3853;Japón;Tokio;Aventura;Akihabara;32773111;1258;12;Verano;Metro;Templado;Japonés;Yen;Hoteles;Compras;Alta;Si;1;11/02/2020;43;Negocios
3854;Egipto;El Cairo;Histórico;Pirámides de Giza;23565053;4145;7;Primavera;Metro;Tropical;Arabe;Libra Egipcia;Resort;Compras;Alta;No para UE;2;04/03/2021;80;Vacaciones
3855;Tailandia;Bangkok;Playa;Gran Palacio;26233247;1007;5;Todo el año;Taxi;Templado;Tailandés;Baht;Ryokan;Surf;Baja;No;4;12/07/2022;58;Negocios
3856;España;Barcelona;Histórico;Sagrada Familia;34184832;4083;14;Verano;Avión;Desértico;Español;Euro;Camping;Gastronomía;Media;Si;3;23/06/2019;78;Negocios
3857;México;Cancún;Religioso;Playas del Caribe;20270656;4505;10;Invierno;Ferry;Desértico;Español;Peso;Hoteles;Museos;Baja;No para UE;2;27/04/2020;19;Estudio
3858;Japón;Tokio;Aventura;Akihabara;30553580;4487;9;Todo el año;Tren;Continental;Japonés;Yen;Hoteles;Surf;Media;No;2;02/12/2020;77;Negocios
3859;España;Barcelona;Histórico;Sagrada Familia;16857591;1012;14;Verano;Ferry;Templado;Español;Euro;Camping;Surf;Baja;Si;5;10/05/2021;25;Estudio
3860;Egipto;El Cairo;Cultural;Pirámides de Giza;19851708;1480;7;Todo el año;Tren;Tropical;Arabe;Libra Egipcia;Cabañas;Surf;Media;No para UE;1;26/12/2019;52;Vacaciones
3861;Tailandia;Bangkok;Cultural;Gran Palacio;34119695;2066;12;Todo el año;Ferry;Húmedo;Tailandés;Baht;Boutique;Religión;Alta;No para UE;5;21/09/2022;50;Estudio
3862;Francia;París;Playa;Torre Eiffel;36577336;3815;12;Todo el año;Bicicleta;Desértico;Francés;Euro;Hostales;Senderismo;Alta;Si;3;19/09/2023;58;Estudio
3863;Italia;Roma;Cultural;Coliseo;6425753;3605;2;Otoño;Bicicleta;Tropical;Italiano;Euro;Hoteles;Surf;Alta;No para UE;4;06/03/2020;22;Aventura
